Brand,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Tata,Tata Manza Aqua,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3.54
Honda,Honda Civic 2006-2010,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,4.25
Maruti,Maruti Alto LX,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1.2
BMW,BMW 5 Series,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,19.5
Mahindra,Mahindra XUV500 W8,Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,12.0
Maruti,Maruti Ritz VDi,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.9
Maruti,Maruti Vitara Brezza,Kochi,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.13
Maruti,Maruti Eeco 7,Pune,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2.25
Maruti,Maruti Swift Dzire,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.25
Hyundai,Hyundai Creta 1.6,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.79
Maruti,Maruti Wagon R,Mumbai,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,2.35
Maruti,Maruti Celerio ZDi,Kolkata,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,3.1
Hyundai,Hyundai Santa Fe,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,12.9
Hyundai,Hyundai EON D,Kolkata,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.5
Hyundai,Hyundai i20 Sportz,Delhi,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3.65
Hyundai,Hyundai Verna 1.6,Bangalore,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,7.5
Honda,Honda Brio S,Kochi,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,3.74
Maruti,Maruti Swift VXI,Kochi,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.86
Mercedes-Benz,Mercedes-Benz New C-Class,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.62
Maruti,Maruti Swift VDI,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,7.05
Maruti,Maruti Swift AMT,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,7.5
Chevrolet,Chevrolet Beat ,Chennai,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.1
Skoda,Skoda Superb Elegance,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,11.6
Mercedes-Benz,Mercedes-Benz New C-Class,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143.0,167.62,5.0,19.25
Toyota,Toyota Innova Crysta,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393.0,147.8,8.0,17.92
Hyundai,Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.6
Honda,Honda Amaze S,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,4.5
Hyundai,Hyundai i20 Magna,Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,7.4
Mercedes-Benz,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,59.29
Mahindra,Mahindra Scorpio 2009-2014,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,5.5
Hyundai,Hyundai Getz GLE,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,1.75
Maruti,Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,6.75
Chevrolet,Chevrolet Optra Magnum,Chennai,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,3.95
Hyundai,Hyundai Verna 1.6,Mumbai,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4.2
Honda,Honda City 1.5,Hyderabad,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,8.4
Volkswagen,Volkswagen Polo GT,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.25
Honda,Honda Brio E,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.31
Maruti,Maruti Swift Dzire,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.5
Honda,Honda City 1.5,Pune,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4.75
Mahindra,Mahindra Ssangyong Rexton,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,8.79
Skoda,Skoda Superb Elegance,Pune,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,9.5
Maruti,Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.55
Hyundai,Hyundai i20 Asta,Jaipur,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.85
Ford,Ford Ecosport 1.5,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,7.52
Nissan,Nissan Micra ,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.6
Honda,Honda Brio E,Kochi,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4.73
Mahindra,Mahindra Ssangyong Rexton,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10.5
BMW,BMW 7 Series,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,34.54
Hyundai,Hyundai Grand i10,Kochi,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.07
Maruti,Maruti Baleno Delta,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.76
Mahindra,Mahindra Xylo E8,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7.46
Renault,Renault Fluence ,Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,3.49
Hyundai,Hyundai i20 1.2,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,4.05
Mitsubishi,Mitsubishi Pajero 2.8,Kochi,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,11.88
Toyota,Toyota Corolla Altis,Pune,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,6.45
BMW,BMW X5 X5,Pune,2015,69002,Diesel,Automatic,First,15.97,2993.0,258.0,5.0,50.0
BMW,BMW 3 Series,Pune,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,9.0
Hyundai,Hyundai Creta 1.6,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.25
Mahindra,Mahindra TUV 300,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,7.36
Mahindra,Mahindra Scorpio VLX,Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,4.4
Renault,Renault KWID RXT,Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.1
Renault,Renault KWID 1.0,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,4.28
Maruti,Maruti Swift VXi,Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,5.5
Skoda,Skoda Laura 1.9,Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,6.99
Maruti,Maruti Alto 800,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,4.29
Maruti,Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.2
Hyundai,Hyundai i20 1.4,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.11
Audi,Audi Q3 2012-2015,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,18.75
Mercedes-Benz,Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,64.95
Hyundai,Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.59
Maruti,Maruti Wagon R,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.6
Honda,Honda City i,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,7.87
Hyundai,Hyundai Grand i10,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.55
Honda,Honda City i,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,6.4
Maruti,Maruti Swift Dzire,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,2.65
Maruti,Maruti Swift Dzire,Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,5.5
Mahindra,Mahindra XUV500 W8,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.31
Maruti,Maruti Ciaz ZDi,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.1
Hyundai,Hyundai Verna 1.6,Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,7.83
Hyundai,Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,0.85
Honda,Honda Brio S,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.55
Hyundai,Hyundai i20 Active,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,8.19
BMW,BMW 3 Series,Pune,2018,24000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.0
Volkswagen,Volkswagen Jetta 2013-2015,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.0
Volkswagen,Volkswagen Polo ,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,3.29
Maruti,Maruti Swift VXi,Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,4.41
Renault,Renault Duster 110PS,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,4.99
BMW,BMW X3 xDrive,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,17.98
Fiat,Fiat Avventura MULTIJET,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,7.71
Maruti,Maruti Wagon R,Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,2.8
Chevrolet,Chevrolet Sail Hatchback,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,3.0
Mahindra,Mahindra XUV500 W8,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,12.49
Tata,Tata Zest Quadrajet,Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,5.0
BMW,BMW X3 xDrive20d,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995.0,190.0,5.0,32.64
Maruti,Maruti Swift VDI,Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6.5
BMW,BMW 5 Series,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,35.0
Tata,Tata Indigo CS,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,2.0
Mahindra,Mahindra XUV500 W8,Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.46
Audi,Audi Q7 35,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,39.0
BMW,BMW 5 Series,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.0
Hyundai,Hyundai Verna 1.6,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,6.15
Hyundai,Hyundai Santa Fe,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,14.5
Maruti,Maruti Wagon R,Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,5.18
Maruti,Maruti Wagon R,Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,1.24
Hyundai,Hyundai i20 Sportz,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,2.8
Skoda,Skoda Superb Elegance,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,5.23
Hyundai,Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,0.45
Maruti,Maruti Wagon R,Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.25
Maruti,Maruti Omni MPI,Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.5
Hyundai,Hyundai i10 Magna,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.85
Renault,Renault KWID 1.0,Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.5
Mercedes-Benz,Mercedes-Benz B Class,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147.0,107.3,5.0,16.25
Volkswagen,Volkswagen Polo GT,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7.75
Mahindra,Mahindra Scorpio VLX,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,4.35
Toyota,Toyota Fortuner 2.8,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,33.13
Chevrolet,Chevrolet Beat ,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,3.63
Toyota,Toyota Innova 2.5,Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,4.75
Maruti,Maruti Swift Dzire,Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,6.51
Renault,Renault KWID Climber,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.8
Tata,Tata Bolt Quadrajet,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,6.0
Hyundai,Hyundai Grand i10,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,6.4
Volkswagen,Volkswagen Vento 1.5,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,4.9
Audi,Audi A6 2011-2015,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20.57
Maruti,Maruti Swift Dzire,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,4.76
Chevrolet,Chevrolet Spark 1.0,Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,2.0
BMW,BMW 3 Series,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,9.92
Hyundai,Hyundai EON Era,Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.69
Maruti,Maruti Swift Dzire,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.75
Volkswagen,Volkswagen CrossPolo 1.5,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,5.7
Honda,Honda Amaze E,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94
Volkswagen,Volkswagen Vento ,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,4.29
Maruti,Maruti Wagon R,Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0
Volkswagen,Volkswagen Polo 1.5,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,6.5
Volkswagen,Volkswagen Polo ,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,4.9
Honda,Honda Amaze SX,Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4
Audi,Audi A6 35,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,24.0
Tata,Tata Tigor 1.05,Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,7.46
Volkswagen,Volkswagen Vento 1.5,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,9.6
Audi,Audi A6 35,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,25.0
Nissan,Nissan Terrano XL,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,6.8
Skoda,Skoda Rapid 1.5,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,8.59
Ford,Ford Figo Aspire,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.29
Tata,Tata Venture EX,Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,2.5
Mercedes-Benz,Mercedes-Benz New C-Class,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,13.9
Toyota,Toyota Fortuner 4x2,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,20.0
Honda,Honda City 1.5,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.4
Hyundai,Hyundai i20 Asta,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.5
Volkswagen,Volkswagen Vento ,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,3.65
Ford,Ford Endeavour 2.5L,Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,5.86
Ford,Ford EcoSport 1.5,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,10.44
Hyundai,Hyundai i20 Sportz,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.37
Toyota,Toyota Innova 2.5,Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,6.95
Tata,Tata Nexon 1.5,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.9
Ford,Ford Figo ,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.3
Porsche,Porsche Panamera ,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,50.5
Hyundai,Hyundai Creta 1.6,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,12.5
Audi,Audi A4 2.0,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,20.5
Mahindra,Mahindra XUV500 W8,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,14.5
Isuzu,Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999.0,174.57,7.0,20.0
Maruti,Maruti Swift Dzire,Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,5.25
Maruti,Maruti Ciaz ZXi,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,5.9
Hyundai,Hyundai EON Era,Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.6
Mercedes-Benz,Mercedes-Benz E-Class 280,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,11.0
BMW,BMW 5 Series,Pune,2011,95995,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,15.5
Hyundai,Hyundai Grand i10,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.75
Jaguar,Jaguar XJ 3.0L,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993.0,301.73,5.0,75.0
Maruti,Maruti Swift Ldi,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,2.0
Hyundai,Hyundai Santro Xing,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
Toyota,Toyota Innova 2.5,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,8.2
Hyundai,Hyundai i20 Sportz,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,4.8
Mercedes-Benz,Mercedes-Benz E-Class 280,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,8.5
Ford,Ford Figo ,Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.9
Toyota,Toyota Corolla Altis,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,6.5
Hyundai,Hyundai Grand i10,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.85
Jeep,Jeep Compass 2.0,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956.0,170.0,5.0,23.91
Maruti,Maruti Ignis 1.2,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.36
Toyota,Toyota Fortuner 3.0,Pune,2014,55960,Diesel,Manual,First,11.5,2982.0,171.0,7.0,17.25
Volkswagen,Volkswagen Vento ,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,7.0
Toyota,Toyota Innova Crysta,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,17.65
Ford,Ford Figo ,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,2.5
Toyota,Toyota Platinum Etios,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,6.0
Mahindra,Mahindra Thar DI,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,8.25
Land,Land Rover Range,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44.83
BMW,BMW 3 Series,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,10.5
Hyundai,Hyundai Accent GLS,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,1.9
Maruti,Maruti Celerio ZXI,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,4.25
Jaguar,Jaguar XF 2.2,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,26.5
Audi,Audi A6 2.7,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698.0,179.5,5.0,22.5
Nissan,Nissan Micra ,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.3
Honda,Honda Amaze S,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,4.3
Renault,Renault Duster 85PS,Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.25
Toyota,Toyota Innova 2.5,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,11.75
Honda,Honda Amaze E,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
Mercedes-Benz,Mercedes-Benz New C-Class,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,14.22
Toyota,Toyota Etios Liva,Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.2
Toyota,Toyota Innova Crysta,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,18.25
Mercedes-Benz,Mercedes-Benz New C-Class,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,18.5
Maruti,Maruti Swift VXI,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,2.4
Maruti,Maruti Baleno Alpha,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,6.5
Hyundai,Hyundai Santro Xing,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,3.2
Maruti,Maruti Celerio VXI,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.99
Ford,Ford Ecosport 1.5,Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.45
Tata,Tata Manza Aura,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,2.7
Honda,Honda Jazz 1.5,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.25
Mahindra,Mahindra XUV500 W8,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,13.28
Nissan,Nissan Micra ,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3.7
Mercedes-Benz,Mercedes-Benz New C-Class,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,39.51
Tata,Tata Manza Aura,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,1.4
Maruti,Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.5
Maruti,Maruti Swift Dzire,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,3.78
Tata,Tata Indigo eCS,Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,2.7
Honda,Honda Amaze S,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.2
Maruti,Maruti Swift VXI,Delhi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.0
Maruti,Maruti Ertiga ZDI,Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
Hyundai,Hyundai Grand i10,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,2.85
Nissan,Nissan Micra Active,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,4.25
Hyundai,Hyundai Grand i10,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.9
Jeep,Jeep Compass 2.0,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,16.9
Volkswagen,Volkswagen Polo ,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.25
Honda,Honda Amaze S,Pune,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.34
BMW,BMW X3 xDrive20d,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995.0,184.0,5.0,17.0
BMW,BMW 3 Series,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,28.45
Honda,Honda City V,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,6.15
Mahindra,Mahindra Ssangyong Rexton,Kochi,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,9.25
Maruti,Maruti Swift Dzire,Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.85
Maruti,Maruti Swift VDI,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,4.8
Honda,Honda Brio S,Pune,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,2.3
