,Company,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2966,Hyundai,Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0
2967,Hyundai,i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.99
2968,Honda,Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
2969,Audi,A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.0
2970,Hyundai,i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95
2971,Renault,KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
2972,Maruti,Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75
2973,Honda,City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95
2974,Mercedes-Benz,New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,12.5
2975,Volkswagen,Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,2.7
2976,Hyundai,Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,9.9
2977,Honda,City 1.5 V MT,Kochi,2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.83
2978,Honda,City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
2979,Maruti,S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.75
2980,Maruti,SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,2.46
2981,Maruti,Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.96
2982,Maruti,Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.25
2983,Hyundai,i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.58
2984,Hyundai,Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99
2985,Honda,City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25
2986,Skoda,Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.0
2987,Mercedes-Benz,E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,4.65
2988,Maruti,Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75
2989,Hyundai,Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,4.1
2990,Ford,Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.56
2991,Honda,City 1.5 S MT,Pune,2010,43000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.21
2993,Hyundai,Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.6
2994,Hyundai,Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.35
2995,Ford,Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9.5
2996,Ford,Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1
2997,Hyundai,Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,5.44
2998,Ford,Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,1.6
3000,Hyundai,i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,3.85
3001,Toyota,Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.64
3002,Renault,KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
3003,Chevrolet,Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18.0,995.0,62.0,5.0,1.1
3004,Hyundai,Verna Transform VTVT,Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,2.6
3006,Maruti,Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95
3007,Hyundai,Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.49
3008,Honda,Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.95
3009,Tata,Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0
3010,Ford,Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,4.45
3011,Maruti,S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,6.99
3012,Maruti,SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,3.51
3013,Maruti,Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.54
3014,Maruti,Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
3015,Chevrolet,Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,16.2,995.0,62.1,5.0,1.4
3016,Hyundai,i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.45
3017,Hyundai,Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.4
3018,Honda,Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,5.95
3019,Honda,Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.9
3020,Tata,Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179.0,153.86,7.0,14.25
3021,Hyundai,Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.5
3022,Ford,Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5
3023,Tata,Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.41
3024,Honda,Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.25
3025,Maruti,Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.3
3026,Hyundai,i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45
3028,Mahindra,XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.95
3029,Volkswagen,Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.25
3030,Tata,Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.25
3031,Honda,Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,10.2,2354.0,180.0,5.0,5.95
3032,Maruti,Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.3
3033,Maruti,Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9
3034,Maruti,Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.41
3035,Mahindra,XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.36
3036,Hyundai,Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.85
3037,Skoda,Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798.0,160.0,5.0,7.5
3038,Volkswagen,CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498.0,88.73,5.0,5.7
3039,Maruti,Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.5
3040,Maruti,Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9
3041,Honda,City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.75
3042,Skoda,Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.4
3043,Volkswagen,Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.27
3044,Renault,Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.75
3045,Honda,City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.8
3046,Volkswagen,Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.4
3047,Hyundai,Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,4.7
3048,Ford,Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,1.49
3049,Hyundai,Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120.0,71.0,5.0,4.5
3050,Honda,Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498.0,98.6,5.0,5.4
3051,Honda,City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,11.5
3052,Renault,Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4,1461.0,108.5,5.0,3.5
3053,Maruti,SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5,1586.0,103.3,5.0,3.9
3054,Honda,City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497.0,78.0,5.0,3.25
3055,Volkswagen,Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.84
3056,Volkswagen,Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.75
3057,Audi,A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,10.0
3058,Maruti,Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.05
3059,Hyundai,Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,5.64
3060,Honda,Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498.0,98.6,7.0,4.85
3061,Hyundai,Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,14.5
3062,Honda,City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
3063,Ford,Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,3.2
3064,Maruti,Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.5
3065,Chevrolet,Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.5,1991.0,147.9,7.0,3.5
3066,Toyota,Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.8,2494.0,102.0,7.0,6.99
3067,Mahindra,Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.45
3068,Honda,City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.57
3069,Volkswagen,Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.75
3070,Ford,EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,9.99
3071,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99,2494.0,100.0,7.0,8.2
3072,Honda,City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13.0,1493.0,100.0,5.0,1.1
3073,Maruti,SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,22.1,1586.0,85.7,5.0,3.89
3074,Maruti,Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.45
3075,Mercedes-Benz,M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.7,2987.0,224.34,5.0,13.75
3076,Maruti,Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,3.0
3077,Maruti,Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9.25
3078,Hyundai,i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23.0,1396.0,90.0,5.0,3.45
3079,Nissan,Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,5.45
3080,Maruti,Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.25
3082,Hyundai,i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,2.9
3083,BMW,3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,14.2
3084,Hyundai,Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.8
3085,Hyundai,Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,7.22
3086,Hyundai,Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.87
3087,Volkswagen,Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,3.3
3088,Honda,City ZX EXi,Hyderabad,2007,91000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,3.0
3089,Maruti,Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.9
3090,Hyundai,Verna 1.6 SX VTVT AT,Bangalore,2014,45000,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,7.5
3091,Maruti,Alto 800 LXI,Hyderabad,2015,24617,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.36
3092,Maruti,Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.39
3093,Mahindra,XUV500 W8 2WD,Kochi,2013,87736,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.02
3094,Maruti,Vitara Brezza ZDi,Delhi,2016,35299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.0
3095,Hyundai,i20 1.2 Spotz,Kochi,2017,51612,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.11
3096,Mercedes-Benz,E-Class 250 D W 210,Mumbai,1998,55300,Diesel,Automatic,First,10.0,1796.0,157.7,5.0,3.9
3097,Maruti,Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,19.7,796.0,46.3,5.0,2.15
3098,Honda,Amaze S i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,3.25
3099,Hyundai,Grand i10 CRDi Magna,Mumbai,2013,71904,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.61
3100,Honda,Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2.35
3101,Hyundai,Grand i10 CRDi Magna,Chennai,2014,33000,Diesel,Manual,Second,24.0,1120.0,70.0,5.0,4.05
3102,Maruti,800 AC Uniq,Jaipur,2009,22100,Petrol,Manual,Second,16.1,796.0,37.0,4.0,0.8
3103,Toyota,Etios Liva Diesel,Hyderabad,2014,59589,Diesel,Manual,First,23.59,1364.0,67.1,5.0,5.6
3104,Hyundai,i20 Magna 1.4 CRDi,Delhi,2015,44000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,5.35
3105,Maruti,Alto K10 VXI,Mumbai,2017,12000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3.25
3106,BMW,X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,11.5
3107,Maruti,Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4.25
3108,Skoda,Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,4.45
3109,Mahindra,Xylo E4,Pune,2009,70000,Diesel,Manual,First,14.0,2498.0,112.0,7.0,2.85
3110,Mahindra,XUV500 W8 2WD,Delhi,2014,86000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7.85
3111,Maruti,Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.3
3112,Ford,Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,8.0
3113,Toyota,Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,9.43
3114,Hyundai,i20 2015-2017 1.2 Magna,Pune,2012,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.75
3115,Renault,Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13.5
3116,Mercedes-Benz,E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,9.99
3117,Maruti,Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,6.95
3118,Nissan,Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,6.75
3119,Hyundai,Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.5
3120,Maruti,Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,9.18
3121,Hyundai,Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,4.15
3122,Hyundai,Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.5
3123,Maruti,Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,4.11
3124,Hyundai,Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,2.25
3125,Toyota,Etios Liva G,Kochi,2015,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,4.56
3126,Mahindra,Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,11.68,2498.0,112.0,7.0,4.0
3127,Toyota,Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,5.27
3128,Mahindra,Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06,2523.0,63.0,7.0,9.11
3129,Nissan,X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5.0,6.2
3130,Hyundai,Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,10.17
3131,Maruti,Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,4.5
3132,Hyundai,Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,14.28
3133,Maruti,Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7,796.0,46.3,5.0,2.47
3134,Maruti,S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.9
3135,Hyundai,EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,2.3
3136,Nissan,Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598.0,102.5,5.0,6.5
3137,Hyundai,EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.25
3138,Tata,Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,5.85
3139,Ford,Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,1.85
3140,Maruti,Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,8.32
3141,Hyundai,i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45
3142,Hyundai,Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5.15
3143,Honda,Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.51
3144,Hyundai,i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,3.45
3145,Volkswagen,Polo Petrol Highline 1.2L,Pune,2013,57000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.75
3146,Honda,City 1.5 EXI,Pune,2001,125943,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,1.45
3147,Skoda,Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,2.2
3148,Ford,Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,7.99
3149,Chevrolet,Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,6.75
3150,Honda,Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,5.0
3151,Maruti,Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,5.9
3152,Hyundai,Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
3153,Honda,Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.75
3154,Audi,A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,11.5
3155,Hyundai,i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.95
3156,Volkswagen,Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.4
3157,Renault,Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997.0,135.1,5.0,4.75
3158,Maruti,Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,2.15
3159,Maruti,Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0.9
3160,Maruti,Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.5
3161,Fiat,Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4,1248.0,92.0,5.0,5.85
3162,Maruti,Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.15
3163,Renault,Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,6.0
3164,Hyundai,i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2.23
3165,Hyundai,Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,2.5
3166,Maruti,Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.87
3167,Mahindra,XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.5
3168,Renault,Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,3.75
3169,Hyundai,Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,1.5
3170,Hyundai,Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,5.0
3171,Honda,Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,4.38
3172,Maruti,Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.0
3173,Maruti,Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.0
3174,Land,Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8,2720.0,190.0,7.0,14.0
3175,Maruti,Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,7.65
3176,Hyundai,Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,8.7
3177,Maruti,Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,9.9
3178,Hyundai,Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2,1495.0,94.0,5.0,2.05
3179,Hyundai,i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.25
3180,Hyundai,Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,5.77
3181,Maruti,Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.95
3182,Mahindra,Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7.45
3183,Maruti,Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.6
