,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Company,Model
2206,Pune,2006,160000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,,1.0,Tata,Indigo LS
2207,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,,8.2,Mahindra,TUV 300 T8 AMT
2208,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197.0,81.8,5.0,5.71 Lakh,3.5,Maruti,Wagon R VXI 1.2
2209,Kochi,2016,70536,CNG,Manual,First,31.79,998.0,58.33,5.0,5.87 Lakh,4.58,Maruti,Celerio CNG VXI MT
2210,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248.0,88.5,5.0,12.56 Lakh,10.34,Maruti,Vitara Brezza ZDi Plus Dual Tone
2211,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609.0,116.6,8.0,,3.25,Mahindra,Scorpio DX 2.6 Turbo 8 Str
2212,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991.0,112.0,7.0,,5.0,Hyundai,Tucson CRDi
2213,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.25,Hyundai,Santro Xing GLS
2214,Kochi,2018,51921,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,8.62,Maruti,Vitara Brezza VDi Option
2215,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,7.25,Maruti,Swift Dzire VDI
2216,Kochi,2016,40866,Petrol,Manual,First,19.5,1199.0,86.76,5.0,8.16 Lakh,5.47,Honda,Amaze V Petrol
2217,Jaipur,2017,8500,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.42,Hyundai,EON Era Plus
2218,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,,11.5,Audi,A6 3.0 TDI quattro
2219,Pune,2016,6000,Petrol,Manual,First,17.19,1197.0,81.86,5.0,,7.25,Hyundai,i20 Active 1.2 SX Dual Tone
2220,Chennai,2018,11000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,,8.0,Maruti,Swift AMT DDiS VDI
2221,Kochi,2015,80064,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,7.33,Ford,Ecosport 1.5 DV5 MT Titanium
2222,Kolkata,2016,29930,Petrol,Manual,First,18.9,998.0,67.1,5.0,,3.35,Maruti,Wagon R VXI BS IV with ABS
2223,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,4.4,Volkswagen,Vento 1.5 TDI Highline
2224,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,,2.99,Toyota,Etios VX
2225,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,,5.6,Honda,Jazz 1.2 SV i VTEC
2226,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498.0,88.73,5.0,,6.63,Volkswagen,CrossPolo 1.5 TDI
2227,Kochi,2018,31426,Diesel,Manual,First,21.66,1498.0,108.62,5.0,9.72 Lakh,7.9,Volkswagen,Ameo 1.5 TDI Highline
2228,Kochi,2015,53442,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,7.0,Honda,City V MT Exclusive
2229,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,,4.95,Honda,Brio VX AT
2230,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,,9.19,Skoda,Rapid 1.6 MPI AT Style
2231,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493.0,110.0,5.0,,5.1,Hyundai,Verna CRDi
2232,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396.0,88.76,5.0,,5.9,Hyundai,i20 Active S Diesel
2233,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,10.3 Lakh,9.51,Maruti,Baleno Alpha CVT
2234,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354.0,158.8,5.0,,3.9,Honda,CR-V 2.4L 4WD MT
2235,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197.0,85.8,5.0,,5.39,Maruti,Swift Dzire VXI
2236,Pune,2009,90000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,,3.0,Maruti,Swift Dzire VDi
2237,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.3,Maruti,Swift Dzire ZDI
2238,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197.0,83.14,5.0,,6.75,Maruti,Swift Dzire ZXI
2239,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.5,Hyundai,Grand i10 Sportz
2240,Chennai,2010,82000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,,2.75,Ford,Fiesta 1.4 ZXi TDCi ABS
2241,Chennai,2016,31000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,,9.0,Hyundai,Verna 1.6 CRDi S
2242,Delhi,2014,45001,Diesel,Manual,Second,20.0,1399.0,68.05,5.0,,2.55,Ford,Figo Diesel EXI
2243,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248.0,88.8,5.0,,3.54,Tata,Manza Aqua Quadrajet BS IV
2244,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,,4.25,Honda,Civic 2006-2010 1.8 S MT
2245,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,1.2,Maruti,Alto LX BSIII
2246,Bangalore,2015,76000,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,,12.0,Mahindra,XUV500 W8 2WD
2247,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.9,Maruti,Ritz VDi
2248,Kochi,2017,38426,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.12 Lakh,9.13,Maruti,Vitara Brezza ZDi Plus
2249,Pune,2011,45000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.69 Lakh,2.25,Maruti,Eeco 7 Seater Standard
2250,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197.0,85.8,5.0,,3.25,Maruti,Swift Dzire 1.2 Vxi BSIV
2251,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,14.79,Hyundai,Creta 1.6 CRDi AT SX Plus
2252,Mumbai,2010,37822,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04 Lakh,2.35,Maruti,Wagon R LXI
2253,Kolkata,2015,33517,Diesel,Manual,First,27.62,793.0,47.0,5.0,,3.1,Maruti,Celerio ZDi
2254,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,,12.9,Hyundai,Santa Fe 2WD AT
2255,Kolkata,2017,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.5,Hyundai,EON D Lite Plus Option
2256,Delhi,2013,92408,Petrol,Manual,First,18.5,1197.0,82.85,5.0,,3.65,Hyundai,i20 Sportz 1.2
2257,Bangalore,2014,45000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,7.5,Hyundai,Verna 1.6 SX VTVT (O)
2258,Kochi,2013,33793,Petrol,Manual,First,18.4,1198.0,86.8,5.0,,3.74,Honda,Brio S Option MT
2259,Kochi,2017,26327,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.86,Maruti,Swift VXI Optional
2260,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,7.05,Maruti,Swift VDI Optional
2261,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248.0,74.0,5.0,,7.5,Maruti,Swift AMT VDI
2262,Chennai,2012,58000,Diesel,Manual,First,25.44,936.0,57.6,5.0,,2.1,Chevrolet,Beat Diesel LS
2263,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,11.6,Skoda,Superb Elegance 1.8 TSI AT
2264,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.6,Hyundai,i10 Sportz
2265,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498.0,98.6,5.0,,4.5,Honda,Amaze S i-DTEC
2266,Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396.0,88.76,5.0,,7.4,Hyundai,i20 Magna 1.4 CRDi (Diesel)
2267,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179.0,120.0,7.0,,5.5,Mahindra,Scorpio 2009-2014 SLE 7S BSIV
2268,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,,1.75,Hyundai,Getz GLE
2269,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197.0,83.1,5.0,8.78 Lakh,6.75,Maruti,Baleno Alpha
2270,Chennai,2011,55000,Diesel,Manual,First,16.52,1991.0,123.7,5.0,,3.95,Chevrolet,Optra Magnum 2.0 LT
2271,Mumbai,2011,61600,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,4.2,Hyundai,Verna 1.6 SX VTVT (O)
2272,Hyderabad,2016,28414,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,8.4,Honda,City 1.5 V MT
2273,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,11.26 Lakh,8.25,Volkswagen,Polo GT TSI
2274,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,3.31,Honda,Brio E MT
2275,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,7.5,Maruti,Swift Dzire VDI
2276,Pune,2012,45496,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.75,Honda,City 1.5 V MT Exclusive
2277,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,,8.79,Mahindra,Ssangyong Rexton RX7
2278,Pune,2014,136000,Petrol,Manual,First,13.1,1798.0,157.75,5.0,,9.5,Skoda,Superb Elegance 1.8 TSI MT
2279,Kolkata,2010,38127,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.55,Maruti,Alto LXi
2280,Jaipur,2014,82450,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,5.85,Hyundai,i20 Asta (o) 1.4 CRDi (Diesel)
2281,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499.0,110.0,5.0,,7.52,Ford,Ecosport 1.5 Ti VCT MT Trend
2282,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.6,Nissan,Micra Diesel XV
2283,Kochi,2016,27969,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,4.73,Honda,Brio E MT
2284,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,,10.5,Mahindra,Ssangyong Rexton RX7
2285,Kochi,2018,20689,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.68 Lakh,6.07,Hyundai,Grand i10 1.2 Kappa Sportz
2286,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,7.76,Maruti,Baleno Delta 1.2
2287,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498.0,112.0,8.0,,7.46,Mahindra,Xylo E8 ABS BS IV
2288,Delhi,2012,87510,Diesel,Manual,First,21.8,1461.0,78.0,5.0,,3.49,Renault,Fluence Diesel E4
2289,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,,4.05,Hyundai,i20 1.2 Magna
2290,Kochi,2013,48986,Diesel,Manual,First,10.5,2835.0,107.2,6.0,,11.88,Mitsubishi,Pajero 2.8 SFX
2291,Pune,2011,88000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,,6.45,Toyota,Corolla Altis 2008-2013 1.8 VL AT
2292,Pune,2011,43706,Petrol,Automatic,First,10.9,2497.0,215.0,5.0,,9.0,BMW,3 Series 2005-2011 325i Sedan
2293,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,14.25,Hyundai,Creta 1.6 CRDi AT SX Plus
2294,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,7.36,Mahindra,TUV 300 2015-2019 T8
2295,Delhi,2010,72000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,4.4,Mahindra,Scorpio VLX 2.2 mHawk BSIII
2296,Mumbai,2016,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,,3.1,Renault,KWID RXT
2297,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5.42 Lakh,4.28,Renault,KWID 1.0 RXT Optional AMT
2298,Pune,2017,12000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,,5.5,Maruti,Swift VXi BSIV
2299,Kolkata,2012,45000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,,6.99,Skoda,Laura 1.9 TDI AT Ambiente
2300,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796.0,47.3,5.0,,4.29,Maruti,Alto 800 2016-2019 VXI
2301,Delhi,2014,55000,Petrol,Manual,First,18.6,1197.0,85.8,5.0,,4.2,Maruti,Swift VXI
2302,Pune,2012,90000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,4.11,Hyundai,i20 1.4 CRDi Sportz
2303,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,,1.59,Hyundai,i10 Era
2304,Kolkata,2016,4800,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.6,Maruti,Wagon R LXI Optional
2305,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,,7.87,Honda,City i VTEC V
2306,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197.0,81.86,5.0,7.14 Lakh,5.55,Hyundai,Grand i10 1.2 Kappa Sportz
2307,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498.0,98.6,5.0,,6.4,Honda,City i DTEC VX
2308,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298.0,85.8,5.0,,2.65,Maruti,Swift Dzire VXi
2309,Delhi,2015,58400,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,5.5,Maruti,Swift Dzire ZXi
2310,Kochi,2013,73648,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,7.31,Mahindra,XUV500 W8 2WD
2311,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,7.1,Maruti,Ciaz ZDi Plus SHVS
2312,Kochi,2016,16159,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,7.83,Hyundai,Verna 1.6 SX CRDi (O)
2313,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493.0,82.0,5.0,,0.85,Hyundai,Accent CRDi
2314,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,3.55,Honda,Brio S MT
2315,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197.0,81.86,5.0,,8.19,Hyundai,i20 Active 1.2 SX
2316,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,,13.0,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
2317,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598.0,103.5,5.0,,3.29,Volkswagen,Polo Petrol Highline 1.6L
2318,Pune,2015,13769,Petrol,Manual,Second,16.1,1197.0,85.0,5.0,,4.41,Maruti,Swift VXi BSIV
2319,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,4.99,Renault,Duster 110PS Diesel RxZ
2320,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248.0,91.72,5.0,,7.71,Fiat,Avventura MULTIJET Emotion
2321,Delhi,2013,32378,Petrol,Manual,First,20.51,998.0,67.04,5.0,,2.8,Maruti,Wagon R Stingray VXI
2322,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248.0,76.9,5.0,,3.0,Chevrolet,Sail Hatchback LS ABS
2323,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,12.49,Mahindra,XUV500 W8 2WD
2324,Kochi,2016,54199,Diesel,Manual,First,23.0,1248.0,88.8,5.0,,5.0,Tata,Zest Quadrajet 1.3
2325,Chennai,2015,23000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,6.5,Maruti,Swift VDI BSIV
2326,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,,2.0,Tata,Indigo CS eVX
2327,Kochi,2015,59182,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,9.46,Mahindra,XUV500 W8 2WD
2328,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591.0,121.3,5.0,,6.15,Hyundai,Verna 1.6 SX VTVT (O)
2329,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,,14.5,Hyundai,Santa Fe 4WD AT
2330,Kochi,2018,27413,Petrol,Automatic,First,20.51,998.0,67.0,5.0,,5.18,Maruti,Wagon R AMT VXI
2331,Pune,2007,90000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,,1.24,Maruti,Wagon R LX BSIII
2332,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197.0,82.85,5.0,,2.8,Hyundai,i20 Sportz 1.2
2333,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,,5.23,Skoda,Superb Elegance 1.8 TSI AT
2334,Pune,2005,86000,Petrol,Manual,Second,15.3,1341.0,83.0,5.0,,0.45,Hyundai,Getz GLS
2335,Delhi,2014,65694,Petrol,Manual,First,18.9,998.0,67.1,5.0,,3.25,Maruti,Wagon R LXI BS IV
2336,Kolkata,2015,23000,Petrol,Manual,First,16.8,796.0,34.2,5.0,,1.5,Maruti,Omni MPI CARGO BSIV
2337,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.85,Hyundai,i10 Magna 1.2
2338,Kochi,2018,18335,Petrol,Manual,First,21.7,999.0,67.0,5.0,4.61 Lakh,4.5,Renault,KWID 1.0 RXT Optional
2339,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,11.26 Lakh,7.75,Volkswagen,Polo GT TSI
2340,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179.0,120.0,8.0,,4.35,Mahindra,Scorpio VLX 4WD
2341,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936.0,56.3,5.0,,3.63,Chevrolet,Beat Diesel LT
2342,Delhi,2010,80000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,4.75,Toyota,Innova 2.5 G4 Diesel 8-seater
2343,Kochi,2018,10671,Petrol,Manual,First,20.85,1197.0,83.14,5.0,,6.51,Maruti,Swift Dzire VXI
2344,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999.0,67.0,5.0,5.3 Lakh,4.8,Renault,KWID Climber 1.0 MT
2345,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248.0,74.0,5.0,7.97 Lakh,6.0,Tata,Bolt Quadrajet XM
2346,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,6.4,Hyundai,Grand i10 Asta
2347,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,,4.9,Volkswagen,Vento 1.5 TDI Highline
2348,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,4.76,Maruti,Swift Dzire Ldi BSIV
2349,Kochi,2012,50619,Petrol,Manual,First,18.0,995.0,62.0,5.0,,2.0,Chevrolet,Spark 1.0 LT
2350,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,43.31 Lakh,9.92,BMW,3 Series 320d
2351,Kochi,2018,15334,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.69,Hyundai,EON Era Plus
2352,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.75,Maruti,Swift Dzire VDI
2353,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498.0,88.5,5.0,,5.7,Volkswagen,CrossPolo 1.5 TDI
2354,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.94,Honda,Amaze E i-Vtech
2355,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,,4.29,Volkswagen,Vento Petrol Highline AT
2356,Kolkata,2014,23840,Petrol,Manual,First,20.51,998.0,67.04,5.0,,3.0,Maruti,Wagon R Stingray VXI
2357,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498.0,88.8,5.0,,6.5,Volkswagen,Polo 1.5 TDI Highline
2358,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,,4.9,Volkswagen,Polo Petrol Comfortline 1.2L
2359,Kochi,2016,51806,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.4,Honda,Amaze SX i-DTEC
2360,Kochi,2019,29279,Diesel,Manual,First,24.7,1047.0,69.0,5.0,,7.46,Tata,Tigor 1.05 Revotorq XZ Option
2361,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,15.86 Lakh,9.6,Volkswagen,Vento 1.5 TDI Highline AT
2362,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,,6.8,Nissan,Terrano XL 110 PS
2363,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,,8.59,Skoda,Rapid 1.5 TDI AT Elegance
2364,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498.0,99.0,5.0,,5.29,Ford,Figo Aspire 1.5 TDCi Trend
2365,Pune,2011,51482,Diesel,Manual,First,15.42,1405.0,70.0,8.0,,2.5,Tata,Venture EX
2366,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143.0,167.62,5.0,,13.9,Mercedes-Benz,New C-Class C 220 CDI BE Avantgare
2367,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,,3.4,Honda,City 1.5 V MT
2368,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.5,Hyundai,i20 Asta Option 1.2
2369,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,,3.65,Volkswagen,Vento Diesel Trendline
2370,Kochi,2011,68022,Diesel,Manual,First,13.1,2499.0,141.0,7.0,,5.86,Ford,Endeavour 2.5L 4X2 MT
2371,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,14.1 Lakh,10.44,Ford,EcoSport 1.5 Petrol Titanium Plus AT
2373,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,3.37,Hyundai,i20 Sportz Diesel
2374,Delhi,2011,150000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,6.95,Toyota,Innova 2.5 VX (Diesel) 8 Seater
2375,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497.0,108.5,5.0,12.22 Lakh,9.9,Tata,Nexon 1.5 Revotorq XZ Plus Dual Tone
2376,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399.0,68.05,5.0,,3.3,Ford,Figo Diesel Titanium
2377,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,12.5,Hyundai,Creta 1.6 CRDi AT SX Plus
2378,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,14.5,Mahindra,XUV500 W8 4WD
2379,Delhi,2014,52000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.25,Maruti,Swift Dzire VDI
2380,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373.0,91.1,5.0,,5.9,Maruti,Ciaz ZXi
2381,Pune,2013,22000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.6,Hyundai,EON Era Plus
2382,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,11.0,Mercedes-Benz,E-Class 280 CDI
2383,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186.0,73.97,5.0,,5.75,Hyundai,Grand i10 1.2 CRDi Sportz Option
2384,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248.0,75.0,5.0,,2.0,Maruti,Swift Ldi BSIII
2385,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086.0,62.1,5.0,,2.3,Hyundai,Santro Xing GLS
2386,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,8.2,Toyota,Innova 2.5 V Diesel 8-seater
2387,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,4.8,Hyundai,i20 Sportz 1.2
2388,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,,8.5,Mercedes-Benz,E-Class 280 CDI
2389,Chennai,2011,72000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,2.9,Ford,Figo Diesel ZXI
2390,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364.0,86.79,5.0,19.27 Lakh,6.5,Toyota,Corolla Altis 1.4 DG
2391,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.96 Lakh,5.85,Hyundai,Grand i10 1.2 Kappa Sportz
2392,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197.0,81.8,5.0,7.96 Lakh,7.36,Maruti,Ignis 1.2 AMT Alpha
2393,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,7.0,Volkswagen,Vento Diesel Highline
2394,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399.0,68.1,5.0,,2.5,Ford,Figo Diesel Celebration Edition
2395,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,9.58 Lakh,6.0,Toyota,Platinum Etios 1.4 GXD
2396,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523.0,63.0,7.0,,8.25,Mahindra,Thar DI 4X4
2397,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,10.5,BMW,3 Series 320d Highline
2398,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,,1.9,Hyundai,Accent GLS
2399,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998.0,67.04,5.0,,4.25,Maruti,Celerio ZXI AT
2400,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.3,Nissan,Micra Diesel XV
2401,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,,4.3,Honda,Amaze S i-Vtech
2402,Chennai,2012,79824,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,5.25,Renault,Duster 85PS Diesel RxL Option
2403,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494.0,100.6,8.0,,11.75,Toyota,Innova 2.5 G (Diesel) 8 Seater
2404,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.25,Honda,Amaze E i-Vtech
2405,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143.0,204.0,5.0,,14.22,Mercedes-Benz,New C-Class C 250 CDI Elegance
2406,Chennai,2015,53713,Petrol,Manual,First,17.71,1197.0,78.9,5.0,,4.2,Toyota,Etios Liva G
2407,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298.0,88.2,5.0,,2.4,Maruti,Swift VXI BSIII
2408,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,,6.5,Maruti,Baleno Alpha 1.3
2409,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086.0,62.1,5.0,,3.2,Hyundai,Santro Xing GL Plus LPG
2410,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,3.99,Maruti,Celerio VXI AT
